"name","geo","median_wage","population","provision_interval","Type"
"Food Preparation Workers","state32","20000",32741.57966,8952001.04502857,"Paid"
"Food Preparation Workers","state53","23000",66774.23708,14724396.5847429,"Paid"
"Food Preparation Workers","state41","21000",36237.7504,9752262.5292,"Paid"
"Food Preparation Workers","state06","24000",299754.5457,79705276.1177143,"Paid"
"Food Preparation Workers","state02","25000",5887.68146,1676394.52611429,"Paid"
"Food Preparation Workers","state15","24000",13318.03454,3368915.07857143,"Paid"
"Hairdressers, Hairstylists, and Cosmetologists","state33","32000",6618.58374,1482914.99211429,"Paid"
"Hairdressers, Hairstylists, and Cosmetologists","state50","25000",1497.58268,413059.440514286,"Paid"
"Hairdressers, Hairstylists, and Cosmetologists","state25","22000",23981.01794,5248134.92931429,"Paid"
"Hairdressers, Hairstylists, and Cosmetologists","state44","30000",6084.84388,1548299.53337143,"Paid"
"Hairdressers, Hairstylists, and Cosmetologists","state09","32000",10329.05784,2489011.78885714,"Paid"
"Hairdressers, Hairstylists, and Cosmetologists","state36","22000",87538.94348,21835069.8330857,"Paid"
"Hairdressers, Hairstylists, and Cosmetologists","state34","25000",32408.31722,8723303.15811429,"Paid"
"Hairdressers, Hairstylists, and Cosmetologists","state42","20000",37068.27386,9146540.32045714,"Paid"
"Hairdressers, Hairstylists, and Cosmetologists","state39","20000",38649.98276,10907838.1347429,"Paid"
"Hairdressers, Hairstylists, and Cosmetologists","state18","40000",22590.639,6078089.85634286,"Paid"
"Hairdressers, Hairstylists, and Cosmetologists","state17","29000",37670.43902,10450451.9787429,"Paid"
"Hairdressers, Hairstylists, and Cosmetologists","state26","30000",36138.4846,9358588.24217143,"Paid"
"Hairdressers, Hairstylists, and Cosmetologists","state55","22880",19484.94108,4531459.62737143,"Paid"
"Hairdressers, Hairstylists, and Cosmetologists","state27","30000",18340.84292,5373134.99228571,"Paid"
"Hairdressers, Hairstylists, and Cosmetologists","state19","35000",10225.4451,3225444.70457143,"Paid"
"Hairdressers, Hairstylists, and Cosmetologists","state29","30000",27969.87962,8470753.02462857,"Paid"
"Hairdressers, Hairstylists, and Cosmetologists","state38","30000",2323.70148,680223.150685714,"Paid"
"Hairdressers, Hairstylists, and Cosmetologists","state46","40000",1880.15564,476526.228342857,"Paid"
"Hairdressers, Hairstylists, and Cosmetologists","state31","42000",5716.26176,1777903.67331429,"Paid"
"Hairdressers, Hairstylists, and Cosmetologists","state20","25000",12160.8334,3558357.04217143,"Paid"
"Hairdressers, Hairstylists, and Cosmetologists","state10","24000",3044.14984,680360.693657143,"Paid"
"Hairdressers, Hairstylists, and Cosmetologists","state24","35000",19048.65512,5548954.32,"Paid"
"Hairdressers, Hairstylists, and Cosmetologists","state11","35000",1358.2467,378318.536914286,"Paid"
"Hairdressers, Hairstylists, and Cosmetologists","state51","26000",24201.603,6344642.57502857,"Paid"
"Hairdressers, Hairstylists, and Cosmetologists","state54","38000",2739.39034,696210.027771429,"Paid"
"Hairdressers, Hairstylists, and Cosmetologists","state37","32000",37857.45308,10275618.0625714,"Paid"
"Hairdressers, Hairstylists, and Cosmetologists","state45","25000",21965.87482,6024042.53451429,"Paid"
"Hairdressers, Hairstylists, and Cosmetologists","state13","30000",49379.18096,14956777.8027429,"Paid"
"Hairdressers, Hairstylists, and Cosmetologists","state12","22000",111384.4056,31245666.8528571,"Paid"
"Hairdressers, Hairstylists, and Cosmetologists","state21","26000",15252.68762,4997208.30925714,"Paid"
"Hairdressers, Hairstylists, and Cosmetologists","state47","27000",19308.8335,5030867.83508571,"Paid"
"Hairdressers, Hairstylists, and Cosmetologists","state01","22500",15164.4297,3950429.58068571,"Paid"
"Hairdressers, Hairstylists, and Cosmetologists","state28","21700",9249.06584,2857726.13125714,"Paid"
"Hairdressers, Hairstylists, and Cosmetologists","state05","30000",10893.23054,3414784.28297143,"Paid"
"Hairdressers, Hairstylists, and Cosmetologists","state22","30000",23795.08568,6248655.63685714,"Paid"
"Hairdressers, Hairstylists, and Cosmetologists","state40","23000",14148.18566,4127573.17748571,"Paid"
"Hairdressers, Hairstylists, and Cosmetologists","state48","26000",129582.39916,39268424.0189143,"Paid"
"Hairdressers, Hairstylists, and Cosmetologists","state30","24000",3247.77128,768406.199314286,"Paid"
"Hairdressers, Hairstylists, and Cosmetologists","state16","30000",3829.14534,1122011.42091429,"Paid"
"Hairdressers, Hairstylists, and Cosmetologists","state56","21852.12",1260.89474,300054.178114286,"Paid"
"Hairdressers, Hairstylists, and Cosmetologists","state08","20000",16913.18326,3750926.67565714,"Paid"
"Hairdressers, Hairstylists, and Cosmetologists","state35","25000",4530.6568,1426565.63057143,"Paid"
"Hairdressers, Hairstylists, and Cosmetologists","state04","25000",14513.70388,3663316.78834286,"Paid"
"Hairdressers, Hairstylists, and Cosmetologists","state49","20000",12473.13812,2590744.33714286,"Paid"
"Hairdressers, Hairstylists, and Cosmetologists","state32","30000",12942.60348,3520258.58331429,"Paid"
"Hairdressers, Hairstylists, and Cosmetologists","state53","33000",24926.74632,5828616.82628571,"Paid"
"Hairdressers, Hairstylists, and Cosmetologists","state41","20000",15951.96012,3550754.57691429,"Paid"
"Hairdressers, Hairstylists, and Cosmetologists","state06","25000",143361.2813,37503550.7154857,"Paid"
"Hairdressers, Hairstylists, and Cosmetologists","state02","11000",1300.45966,369174.274285714,"Paid"
"Hairdressers, Hairstylists, and Cosmetologists","state15","26000",3777.147,779081.926457143,"Paid"
"Housekeeping, Janitors, and Groundskeepers","state23","30000",17849.9567,4630563.42291429,"Paid"
"Housekeeping, Janitors, and Groundskeepers","state33","30000",21353.05558,5776662.72497143,"Paid"
"Housekeeping, Janitors, and Groundskeepers","state50","31000",10314.85872,2585494.00131429,"Paid"
"Housekeeping, Janitors, and Groundskeepers","state25","33800",103780.98786,29132257.0316571,"Paid"
"Housekeeping, Janitors, and Groundskeepers","state44","32500",17704.9896,4903000.31965714,"Paid"
"Housekeeping, Janitors, and Groundskeepers","state09","25000",59002.45432,14257642.0160571,"Paid"
"Housekeeping, Janitors, and Groundskeepers","state36","30000",324251.73216,93860310.5556,"Paid"
"Housekeeping, Janitors, and Groundskeepers","state34","32000",138823.98942,42106418.1774857,"Paid"
"Housekeeping, Janitors, and Groundskeepers","state42","30000",171374.5363,47912994.0821143,"Paid"
"Housekeeping, Janitors, and Groundskeepers","state39","31000",138245.75316,35784610.2262286,"Paid"
"Housekeeping, Janitors, and Groundskeepers","state18","30000",88770.3354,24757484.4685714,"Paid"
"Housekeeping, Janitors, and Groundskeepers","state17","28000",185144.02056,55789486.7629714,"Paid"
"Housekeeping, Janitors, and Groundskeepers","state26","33000",124876.23166,34442272.5337714,"Paid"
"Housekeeping, Janitors, and Groundskeepers","state55","25000",103765.5738,27087805.1322857,"Paid"
"Housekeeping, Janitors, and Groundskeepers","state27","30000",71618.7314,19484012.8719429,"Paid"
"Housekeeping, Janitors, and Groundskeepers","state19","30000",55108.94182,15097897.8018857,"Paid"
"Housekeeping, Janitors, and Groundskeepers","state29","30000",102125.89522,31422327.2261143,"Paid"
"Housekeeping, Janitors, and Groundskeepers","state38","29212.0000000004",11923.22052,3047790.59777143,"Paid"
"Housekeeping, Janitors, and Groundskeepers","state46","32800",12292.36108,3520910.26834286,"Paid"
"Housekeeping, Janitors, and Groundskeepers","state31","32000",27671.75346,8494516.70914286,"Paid"
"Housekeeping, Janitors, and Groundskeepers","state20","30000",39198.36408,11458485.4196571,"Paid"
"Housekeeping, Janitors, and Groundskeepers","state10","29000",15748.0077,4150666.47342857,"Paid"
"Housekeeping, Janitors, and Groundskeepers","state24","30000",100941.81418,30069794.7001714,"Paid"
"Housekeeping, Janitors, and Groundskeepers","state11","30000",7055.39828,1976507.23337143,"Paid"
"Housekeeping, Janitors, and Groundskeepers","state51","28000",144977.59094,41038606.4064,"Paid"
"Housekeeping, Janitors, and Groundskeepers","state54","24000",22136.14744,5745503.72811429,"Paid"
"Housekeeping, Janitors, and Groundskeepers","state37","24000",153623.56394,39607044.2048571,"Paid"
"Housekeeping, Janitors, and Groundskeepers","state45","25000",87623.38804,22401862.3150286,"Paid"
"Housekeeping, Janitors, and Groundskeepers","state13","26000",168263.75254,46923826.3419429,"Paid"
"Housekeeping, Janitors, and Groundskeepers","state12","29000",481328.68952,143950154.762571,"Paid"
"Housekeeping, Janitors, and Groundskeepers","state21","25000",59974.1897,18122212.2248571,"Paid"
"Housekeeping, Janitors, and Groundskeepers","state47","26000",117088.3474,29994756.2496,"Paid"
"Housekeeping, Janitors, and Groundskeepers","state01","25000",78344.6551,23404625.7977143,"Paid"
"Housekeeping, Janitors, and Groundskeepers","state28","22000",42608.0375,11978859.7078286,"Paid"
"Housekeeping, Janitors, and Groundskeepers","state05","24000",49080.5283,13263374.7946286,"Paid"
"Housekeeping, Janitors, and Groundskeepers","state22","24000",81474.92722,21904328.4265714,"Paid"
"Housekeeping, Janitors, and Groundskeepers","state40","27500",68480.90612,20877302.7817714,"Paid"
"Housekeeping, Janitors, and Groundskeepers","state48","24000",500802.95884,148109498.750743,"Paid"
"Housekeeping, Janitors, and Groundskeepers","state30","25000",17153.62322,4199445.70405714,"Paid"
"Housekeeping, Janitors, and Groundskeepers","state16","26000",27521.25298,7332620.35662857,"Paid"
"Housekeeping, Janitors, and Groundskeepers","state56","27508",9695.14802,2637760.12971429,"Paid"
"Housekeeping, Janitors, and Groundskeepers","state08","25000",75106.34908,19483319.0108571,"Paid"
"Housekeeping, Janitors, and Groundskeepers","state35","24000",29860.37552,9032247.96617143,"Paid"
"Housekeeping, Janitors, and Groundskeepers","state04","24000",139775.41586,41914853.3305714,"Paid"
"Housekeeping, Janitors, and Groundskeepers","state49","27000",52678.69356,15002207.3235429,"Paid"
"Housekeeping, Janitors, and Groundskeepers","state32","30000",68311.53052,20101477.0810286,"Paid"
"Housekeeping, Janitors, and Groundskeepers","state53","30000",128638.92142,34633708.5049714,"Paid"
"Housekeeping, Janitors, and Groundskeepers","state41","29400",71347.04096,19101881.9660571,"Paid"
"Housekeeping, Janitors, and Groundskeepers","state06","30000",693210.41688,203508423.5472,"Paid"
"Housekeeping, Janitors, and Groundskeepers","state02","32000",8163.51434,2280096.77691429,"Paid"
"Housekeeping, Janitors, and Groundskeepers","state15","33280",34733.00186,9949214.60382857,"Paid"
"Medical and Health Services Managers","state23","51000",3444.34728,1018756.86428571,"Paid"
"Medical and Health Services Managers","state33","90000",2986.17486,1114372.94331429,"Paid"
"Medical and Health Services Managers","state50","80000",3179.71926,1154762.15297143,"Paid"
"Medical and Health Services Managers","state25","80000",21530.24276,7775974.17737143,"Paid"
"Medical and Health Services Managers","state44","75000",2837.61146,876818.355428571,"Paid"
"Medical and Health Services Managers","state09","55000",12855.99368,3599696.90828571,"Paid"
"Medical and Health Services Managers","state36","79997",38205.9806,12675720.9085714,"Paid"
"Medical and Health Services Managers","state34","110000",24797.61666,8701581.51428571,"Paid"
"Medical and Health Services Managers","state42","80000",43120.03998,15470273.7094286,"Paid"
"Medical and Health Services Managers","state39","87000",30592.43422,10304918.5390286,"Paid"
"Medical and Health Services Managers","state18","71000",17794.27026,6947795.96571429,"Paid"
"Medical and Health Services Managers","state17","100000",35700.06376,13367023.6109143,"Paid"
"Medical and Health Services Managers","state26","83000",25172.78682,8557229.12194286,"Paid"
"Medical and Health Services Managers","state55","76000",19358.9762,7621920.26571428,"Paid"
"Medical and Health Services Managers","state27","72000",20866.38314,7744484.14457143,"Paid"
"Medical and Health Services Managers","state19","68000",6721.19318,2262381.35314286,"Paid"
"Medical and Health Services Managers","state29","60000",18372.46122,6509508.66857143,"Paid"
"Medical and Health Services Managers","state38","55000",3026.54622,1008182.62045714,"Paid"
"Medical and Health Services Managers","state46","96000",2201.05326,785374.432114286,"Paid"
"Medical and Health Services Managers","state31","90000",3572.51864,1436471.15142857,"Paid"
"Medical and Health Services Managers","state20","80000",3146.62788,906752.983542857,"Paid"
"Medical and Health Services Managers","state10","75000",3586.8069,1362362.832,"Paid"
"Medical and Health Services Managers","state24","90000",12391.37686,4192831.17702857,"Paid"
"Medical and Health Services Managers","state11","100000",1393.76806,549682.325142857,"Paid"
"Medical and Health Services Managers","state51","96000",10607.96344,4113821.95371429,"Paid"
"Medical and Health Services Managers","state54","85000",3881.4243,1398409.41428571,"Paid"
"Medical and Health Services Managers","state37","65000",31023.38912,10071973.8265714,"Paid"
"Medical and Health Services Managers","state45","65000",13038.83114,4461837.366,"Paid"
"Medical and Health Services Managers","state13","61000",16168.91958,5957419.02342857,"Paid"
"Medical and Health Services Managers","state12","65000",58072.04748,19484502.3646286,"Paid"
"Medical and Health Services Managers","state21","75000",10384.14324,3841733.52171429,"Paid"
"Medical and Health Services Managers","state47","90000",13019.33182,5193596.82342857,"Paid"
"Medical and Health Services Managers","state01","65000",8340.8561,2803910.13737143,"Paid"
"Medical and Health Services Managers","state28","50000",8322.8953,2981016.16457143,"Paid"
"Medical and Health Services Managers","state05","55000",4643.17974,1638355.76228571,"Paid"
"Medical and Health Services Managers","state22","70000",11608.41838,3817534.962,"Paid"
"Medical and Health Services Managers","state40","68000",9186.46248,3235640.26457143,"Paid"
"Medical and Health Services Managers","state48","80000",63993.23402,23835188.3838857,"Paid"
"Medical and Health Services Managers","state30","89000",2914.85202,828767.947714286,"Paid"
"Medical and Health Services Managers","state16","72000",5376.95,1975628.32971429,"Paid"
"Medical and Health Services Managers","state56","72000",1369.40726,465216.285428571,"Paid"
"Medical and Health Services Managers","state08","83000",12463.42422,4035402.07628571,"Paid"
"Medical and Health Services Managers","state35","55000",3418.09312,1222335.96771429,"Paid"
"Medical and Health Services Managers","state04","60000",9883.94522,3408386.12914286,"Paid"
"Medical and Health Services Managers","state49","94000",7658.90948,2856931.22022857,"Paid"
"Medical and Health Services Managers","state32","65000",5765.35534,1920124.55914286,"Paid"
"Medical and Health Services Managers","state53","74000",23230.11112,8091389.71628571,"Paid"
"Medical and Health Services Managers","state41","73000",12525.9507,4225920.79268571,"Paid"
"Medical and Health Services Managers","state06","75000",90694.53234,32614115.3542286,"Paid"
"Medical and Health Services Managers","state02","80000",2215.40206,862225.854857143,"Paid"
"Medical and Health Services Managers","state15","67000",3284.12104,1230500.93725714,"Paid"
